Link,Scheduling Conflicts,Committee,Code
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101495,14,Subcommittee on Health (Committee on Energy and Commerce),IF14
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100599,14,"Subcommittee on Railroads, Pipelines, and Hazardous Materials (Committee on Transportation and Infrastructure)",PW14
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100379,14,"Subcommittee on Economic Development, Public Buildings, and Emergency Management (Committee on Transportation and Infrastructure)",PW13
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100393,14,Committee on Armed Services,AS00
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101777,14,"Subcommittee on Fisheries, Wildlife, Oceans and Insular Affairs (Committee on Natural Resources)",II22
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100887,14,Subcommittee on the Middle East and North Africa (Committee on Foreign Affairs),FA13
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100844,14,"Subcommittee on Commerce, Manufacturing, and Trade (Committee on Energy and Commerce)",IF17
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101175,14,"Subcommittee on Fisheries, Wildlife, Oceans and Insular Affairs (Committee on Natural Resources)",II22
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102316,14,Subcommittee on Health (Committee on Energy and Commerce),IF14
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101804,14,Subcommittee on Oversight and Investigations (Committee on Energy and Commerce),IF02
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102297,14,Committee on Natural Resources,II00
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101696,14,Subcommittee on Indian and Alaska Native Affairs (Committee on Natural Resources),II24
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102699,14,Committee on the Judiciary,JU00
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101496,14,Subcommittee on Oversight and Investigations (Committee on Energy and Commerce),IF02
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102319,14,Committee on Homeland Security,HM00
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101733,14,Subcommittee on Higher Education and Workforce Training (Committee on Education and Labor),ED13
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100525,14,Subcommittee on Communications and Technology (Committee on Energy and Commerce),IF16
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100434,14,"Subcommittee on State, Foreign Operations, and Related Programs (Committee on Appropriations)",AP04
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101516,14,Subcommittee on Communications and Technology (Committee on Energy and Commerce),IF16
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102553,14,"Subcommittee on Economic Growth, Job Creation, and Regulatory Affairs (Committee on Oversight and Reform)",GO28
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102471,14,Subcommittee on Indian and Alaska Native Affairs (Committee on Natural Resources),II24
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102238,14,Subcommittee on Communications and Technology (Committee on Energy and Commerce),IF16
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101725,14,Committee on Financial Services,BA00
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102237,14,Subcommittee on Health (Committee on Energy and Commerce),IF14
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101924,14,Subcommittee on Defense (Committee on Appropriations),AP02
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102017,13,Subcommittee on Financial Services and General Government (Committee on Appropriations),AP23
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102015,13,"Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies (Committee on Appropriations)",AP01
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101932,13,Subcommittee on Defense (Committee on Appropriations),AP02
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100927,13,Committee on Education and the Workforce,ED00
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102194,13,Subcommittee on Oversight and Investigations (Committee on Energy and Commerce),IF02
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102263,13,Subcommittee on Coast Guard and Maritime Transportation (Committee on Transportation and Infrastructure),PW07
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100916,13,Subcommittee on Environment and the Economy (Committee on Energy and Commerce),IF18
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101306,13,"Subcommittee on Research and Technology (Committee on Science, Space, and Technology)",SY15
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101444,13,"Subcommittee on Energy (Committee on Science, Space, and Technology)",SY20
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100441,13,Subcommittee on Homeland Security (Committee on Appropriations),AP15
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101006,13,Committee on Transportation and Infrastructure,PW00
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102199,13,Committee on Education and the Workforce,ED00
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101488,13,Committee on Education and the Workforce,ED00
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100313,13,Subcommittee on the Middle East and North Africa (Committee on Foreign Affairs),FA13
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100554,13,"Subcommittee on Regulatory Reform, Commercial and Antitrust Law (Committee on the Judiciary)",JU05
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101102,13,Subcommittee on Energy and Power (Committee on Energy and Commerce),IF03
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100770,13,Subcommittee on Public Lands and Environmental Regulation (Committee on Natural Resources),II10
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102737,13,Committee on the Judiciary,JU00
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100616,13,Subcommittee on Energy and Power (Committee on Energy and Commerce),IF03
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101432,13,"Subcommittee on Health, Employment, Labor, and Pensions (Committee on Education and Labor)",ED02
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102313,13,"Subcommittee on Energy and Water Development, and Related Agencies (Committee on Appropriations)",AP10
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102793,13,"Subcommittee on Terrorism, Nonproliferation, and Trade (Committee on Foreign Affairs)",FA18
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101105,13,Committee on Armed Services,AS00
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100834,13,Committee on Foreign Affairs,FA00
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101040,13,Subcommittee on National Security (Committee on Oversight and Reform),GO06
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102385,13,"Subcommittee on Research and Technology (Committee on Science, Space, and Technology)",SY15
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100237,13,"Subcommittee on Energy (Committee on Science, Space, and Technology)",SY20
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101434,13,Subcommittee on the Middle East and North Africa (Committee on Foreign Affairs),FA13
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101374,13,Subcommittee on Health (Committee on Energy and Commerce),IF14
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102774,13,Subcommittee on Health (Committee on Energy and Commerce),IF14
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101323,13,Subcommittee on Oversight and Investigations (Committee on Energy and Commerce),IF02
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100489,13,Subcommittee on Defense (Committee on Appropriations),AP02
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102033,13,Subcommittee on Oversight and Investigations (Committee on Energy and Commerce),IF02
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102148,13,Subcommittee on Economic Opportunity (Committee on Veterans Affairs),VR10
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100551,13,"Subcommittee on Energy Policy, Health Care and Entitlements (Committee on Oversight and Reform)",GO27
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100418,13,"Subcommittee on Commerce, Justice, Science, and Related Agencies (Committee on Appropriations)",AP19
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101823,13,Subcommittee on Health (Committee on Energy and Commerce),IF14
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100541,13,"Subcommittee on Fisheries, Wildlife, Oceans and Insular Affairs (Committee on Natural Resources)",II22
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102069,13,Subcommittee on Defense (Committee on Appropriations),AP02
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101171,13,"Subcommittee on Energy Policy, Health Care, and Entitlements (Committee on Oversight and Reform)",GO27
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101740,13,Subcommittee on Water and Power (Committee on Natural Resources),II13
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100598,13,Subcommittee on Water Resources and Environment (Committee on Transportation and Infrastructure),PW02
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102419,13,Committee on the Judiciary,JU00
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101480,13,"Subcommittee on Commerce, Manufacturing, and Trade (Committee on Energy and Commerce)",IF17
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101605,13,Committee on Veterans Affairs,VR00
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100889,13,"Subcommittee on Energy Policy, Health Care, and Entitlements (Committee on Oversight and Reform)",GO27
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102735,13,Committee on the Judiciary,JU00
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101888,13,Subcommittee on Workforce Protections (Committee on Education and Labor),ED10
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101018,13,Subcommittee on Energy and Power (Committee on Energy and Commerce),IF03
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100830,13,"Subcommittee on Courts, Intellectual Property, and the Internet (Committee on the Judiciary)",JU03
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101184,13,Subcommittee on Energy and Power (Committee on Energy and Commerce),IF03
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101158,13,Subcommittee on National Security (Committee on Oversight and Reform),GO06
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100518,13,"Subcommittee on Interior, Environment, and Related Agencies (Committee on Appropriations)",AP06
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100849,13,Subcommittee on Energy and Power (Committee on Energy and Commerce),IF03
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102211,13,Committee on Oversight and Government Reform,GO00
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100522,13,"Subcommittee on Interior, Environment, and Related Agencies (Committee on Appropriations)",AP06
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100957,13,"Subcommittee on Fisheries, Wildlife, Oceans and Insular Affairs (Committee on Natural Resources)",II22
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101017,13,"Subcommittee on Commerce, Manufacturing, and Trade (Committee on Energy and Commerce)",IF17
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102649,13,"Subcommittee on Space (Committee on Science, Space, and Technology)",SY16
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102086,13,"Subcommittee on Military Construction, Veterans Affairs, and Related Agencies (Committee on Appropriations)",AP18
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102558,13,Subcommittee on Energy and Power (Committee on Energy and Commerce),IF03
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101963,13,"Subcommittee on Conservation, Energy, and Forestry (Committee on Agriculture)",AG15
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100323,13,Subcommittee on Strategic Forces (Committee on Armed Services),AS29
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102698,12,Committee on Oversight and Government Reform,GO00
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100340,12,Committee on Agriculture,AG00
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101848,12,Subcommittee on Coast Guard and Maritime Transportation (Committee on Transportation and Infrastructure),PW07
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101907,12,"Subcommittee on Research and Technology (Committee on Science, Space, and Technology)",SY15
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100712,12,Subcommittee on Defense (Committee on Appropriations),AP02
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101673,12,Subcommittee on Higher Education and Workforce Training (Committee on Education and Labor),ED13
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102696,12,"Subcommittee on Economic Growth, Job Creation, and Regulatory Affairs (Committee on Oversight and Reform)",GO28
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101534,12,"Subcommittee on Space (Committee on Science, Space, and Technology)",SY16
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101896,12,Committee on Foreign Affairs,FA00
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102539,12,"Subcommittee on Courts, Intellectual Property, and the Internet (Committee on the Judiciary)",JU03
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102667,12,Subcommittee on Workforce Protections (Committee on Education and Labor),ED10
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100717,12,Subcommittee on Defense (Committee on Appropriations),AP02
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100801,12,"Subcommittee on Economic Growth, Job Creation, and Regulatory Affairs (Committee on Oversight and Reform)",GO28
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100348,12,"Subcommittee on Military Construction, Veterans Affairs, and Related Agencies (Committee on Appropriations)",AP18
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101501,12,Committee on Financial Services,BA00
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101955,12,Committee on Armed Services,AS00
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101709,12,Subcommittee on the Middle East and North Africa (Committee on Foreign Affairs),FA13
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100349,12,"Subcommittee on Commerce, Justice, Science, and Related Agencies (Committee on Appropriations)",AP19
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101822,12,"Subcommittee on Fisheries, Wildlife, Oceans and Insular Affairs (Committee on Natural Resources)",II22
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100758,12,Subcommittee on Border and Maritime Security (Committee on Homeland Security),HM11
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100815,12,"Subcommittee on Economic Development, Public Buildings, and Emergency Management (Committee on Transportation and Infrastructure)",PW13
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100756,12,Subcommittee on Asia and the Pacific (Committee on Foreign Affairs),FA05
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100215,12,Committee on Veterans Affairs,VR00
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101934,12,Subcommittee on Homeland Security (Committee on Appropriations),AP15
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100624,12,Subcommittee on Workforce Protections (Committee on Education and Labor),ED10
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101351,12,Committee on Financial Services,BA00
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100890,12,"Subcommittee on Research (Committee on Science, Space, and Technology)",SY15
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100900,12,Subcommittee on Oversight and Investigations (Committee on Energy and Commerce),IF02
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100433,12,Subcommittee on Tactical Air and Land Forces (Committee on Armed Services),AS25
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101135,12,"Subcommittee on Space (Committee on Science, Space, and Technology)",SY16
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101106,12,Subcommittee on Workforce Protections (Committee on Education and Labor),ED10
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100467,12,"Subcommittee on Crime, Terrorism, Homeland Security, and Investigations (Committee on the Judiciary)",JU08
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100446,12,Subcommittee on Asia and the Pacific (Committee on Foreign Affairs),FA05
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101104,12,Subcommittee on Oversight and Investigations (Committee on Energy and Commerce),IF02
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100264,12,"Subcommittee on Economic Growth, Job Creation and Regulatory Affairs (Committee on Oversight and Reform)",GO28
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101554,12,Subcommittee on the Middle East and North Africa (Committee on Foreign Affairs),FA13
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102192,12,Subcommittee on Energy and Power (Committee on Energy and Commerce),IF03
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101169,12,"Committee on Science, Space, and Technology",SY00
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101223,12,"Subcommittee on Cybersecurity, Infrastructure Protection, and Security Technologies (Committee on Homeland Security)",HM08
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102160,12,Subcommittee on Environment and the Economy (Committee on Energy and Commerce),IF18
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100511,12,"Committee on Science, Space, and Technology",SY00
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102128,12,"Subcommittee on Intelligence, Emerging Threats and Capabilities (Committee on Armed Services)",AS26
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102455,12,Committee on Foreign Affairs,FA00
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100391,12,"Subcommittee on Regulatory Reform, Commercial and Antitrust Law (Committee on the Judiciary)",JU05
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102228,12,"Subcommittee on Economic Development, Public Buildings, and Emergency Management (Committee on Transportation and Infrastructure)",PW13
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102356,12,"Subcommittee on Courts, Intellectual Property, and the Internet (Committee on the Judiciary)",JU03
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101247,12,Committee on the Judiciary,JU00
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100531,12,Subcommittee on Energy and Mineral Resources (Committee on Natural Resources),II06
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102469,12,Subcommittee on Border and Maritime Security (Committee on Homeland Security),HM11
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100832,12,Committee on the Judiciary,JU00
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102420,12,"Subcommittee on Economic Growth, Job Creation, and Regulatory Affairs (Committee on Oversight and Reform)",GO28
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102792,12,Subcommittee on the Middle East and North Africa (Committee on Foreign Affairs),FA13
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101195,12,Subcommittee on Oversight and Investigations (Committee on Energy and Commerce),IF02
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102032,12,"Subcommittee on Transportation, and Housing and Urban Development, and Related Agencies (Committee on Appropriations)",AP20
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102108,12,Committee on Armed Services,AS00
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102368,12,Subcommittee on the Middle East and North Africa (Committee on Foreign Affairs),FA13
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100508,12,Subcommittee on Indian and Alaska Native Affairs (Committee on Natural Resources),II24
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102476,12,"Committee on Science, Space, and Technology",SY00
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101426,12,Subcommittee on Coast Guard and Maritime Transportation (Committee on Transportation and Infrastructure),PW07
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101468,12,Subcommittee on Environment and the Economy (Committee on Energy and Commerce),IF18
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102027,12,"Subcommittee on Fisheries, Wildlife, Oceans and Insular Affairs (Committee on Natural Resources)",II22
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100315,11,Committee on Armed Services,AS00
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101813,11,Committee on Natural Resources,II00
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102171,11,"Subcommittee on Environment (Committee on Science, Space, and Technology)",SY18
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101787,11,"Subcommittee on Cybersecurity, Infrastructure Protection, and Security Technologies (Committee on Homeland Security)",HM08
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100225,11,Subcommittee on the Middle East and North Africa (Committee on Foreign Affairs),FA13
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100302,11,Subcommittee on Public Lands and Environmental Regulation (Committee on Natural Resources),II10
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100358,11,"Subcommittee on Labor, Health and Human Services, Education, and Related Agencies (Committee on Appropriations)",AP07
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101567,11,Committee on the Judiciary,JU00
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100417,11,"Subcommittee on Energy and Water Development, and Related Agencies (Committee on Appropriations)",AP10
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101180,11,Subcommittee on General Farm Commodities and Risk Management (Committee on Agriculture),AG16
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102635,11,Subcommittee on Border and Maritime Security (Committee on Homeland Security),HM11
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100468,11,Subcommittee on Environment and the Economy (Committee on Energy and Commerce),IF18
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101088,11,Committee on Education and the Workforce,ED00
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100543,11,"Subcommittee on Commerce, Manufacturing, and Trade (Committee on Energy and Commerce)",IF17
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100440,11,Subcommittee on Military Personnel (Committee on Armed Services),AS02
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100992,11,Committee on Financial Services,BA00
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101656,11,"Committee on Science, Space, and Technology",SY00
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100506,11,"Subcommittee on Research (Committee on Science, Space, and Technology)",SY15
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101029,11,Subcommittee on Financial Institutions and Consumer Credit (Committee on Financial Services),BA15
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102678,11,"Subcommittee on Courts, Intellectual Property, and the Internet (Committee on the Judiciary)",JU03
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100252,11,"Subcommittee on Energy Policy, Health Care and Entitlements (Committee on Oversight and Reform)",GO27
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101635,11,Committee on Oversight and Government Reform,GO00
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101037,11,"Subcommittee on Health, Employment, Labor, and Pensions (Committee on Education and Labor)",ED02
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101805,11,"Subcommittee on Crime, Terrorism, Homeland Security, and Investigations (Committee on the Judiciary)",JU08
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102371,11,Subcommittee on Financial Services and General Government (Committee on Appropriations),AP23
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102230,11,Subcommittee on Water Resources and Environment (Committee on Transportation and Infrastructure),PW02
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102314,11,Committee on Armed Services,AS00
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102322,11,Subcommittee on the Middle East and North Africa (Committee on Foreign Affairs),FA13
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102416,11,Subcommittee on the Middle East and North Africa (Committee on Foreign Affairs),FA13
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100544,11,Subcommittee on Oversight and Investigations (Committee on Energy and Commerce),IF02
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102203,11,Subcommittee on Counterterrorism and Intelligence (Committee on Homeland Security),HM05
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100766,11,"Subcommittee on Environment (Committee on Science, Space, and Technology)",SY18
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102624,11,Subcommittee on Coast Guard and Maritime Transportation (Committee on Transportation and Infrastructure),PW07
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102144,11,Subcommittee on Capital Markets and Government Sponsored Enterprises (Committee on Financial Services),BA16
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101738,11,"Subcommittee on Regulatory Reform, Commercial, and Antitrust Law (Committee on the Judiciary)",JU05
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100733,11,Subcommittee on Higher Education and Workforce Training (Committee on Education and Labor),ED13
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101986,11,"Subcommittee on Crime, Terrorism, Homeland Security, and Investigations (Committee on the Judiciary)",JU08
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102002,11,Subcommittee on Water and Power (Committee on Natural Resources),II13
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101407,11,Subcommittee on Energy and Mineral Resources (Committee on Natural Resources),II06
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102019,11,Subcommittee on Defense (Committee on Appropriations),AP02
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=101245,11,Subcommittee on Energy and Mineral Resources (Committee on Natural Resources),II06
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102526,11,Subcommittee on Water Resources and Environment (Committee on Transportation and Infrastructure),PW02
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102028,11,"Subcommittee on Conservation, Energy, and Forestry (Committee on Agriculture)",AG15
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102010,11,"Subcommittee on Labor, Health and Human Services, Education, and Related Agencies (Committee on Appropriations)",AP07
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100681,11,"Subcommittee on Fisheries, Wildlife, Oceans and Insular Affairs (Committee on Natural Resources)",II22
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100901,11,Subcommittee on Counterterrorism and Intelligence (Committee on Homeland Security),HM05
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102372,11,Committee on Appropriations,AP00
https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=100854,11,Committee on Veterans Affairs,VR00
