Date,Committee,Hearing Title,Time,Link,Hour,Code
"Wednesday, April 10, 2019",Committee on Armed Services,The Fiscal Year 2020 National Defense Authorization Budget Request for the Department of the Navy,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109276,10,AS00
"Wednesday, April 10, 2019","Subcommittee on Economic Growth, Tax, and Capital Access (Committee on Small Business)",SBA 7(a) Budget Proposal and the Impact of Fee Structure Changes,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109297,10,SM27
"Wednesday, April 10, 2019",Subcommittee on Oversight and Investigations (Committee on Energy and Commerce), Priced Out of a Lifesaving Drug: Getting Answers on the Rising Cost of Insulin ,10:30 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109299,10,IF02
"Wednesday, April 10, 2019","Subcommittee on the Departments of Transportation, and House and Urban Development, and Related Agen (Committee on Appropriations)",Department of Transportation Budget Request for Fiscal Year 2020,11:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109291,11,AP20
"Thursday, April 25, 2019",Committee on Oversight and Reform,"Deposition of John Gore, Principal Deputy Assistant Attorney General, U.S. Department of Justice",9:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109307,9,GO00
"Monday, April 15, 2019",Subcommittee on Energy and Mineral Resources (Committee on Natural Resources), Oil and Gas Development: Impacts on Air Pollution and Sacred Sites ,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109319,10,II06
"Tuesday, April 16, 2019",Subcommittee on Elections (Committee on House Administration),Voting Rights and Election Administration in the Dakotas,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109314,10,HA08
"Thursday, April 18, 2019",Subcommittee on Elections (Committee on House Administration),Voting Rights and Election Administration in North Carolina,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109315,10,HA08
"Wednesday, April 24, 2019",Subcommittee on Higher Education and Workforce Investment (Committee on Education and Labor),Committee on Education and Labor Subcommittee on Higher Education and Workforce Investment and Committee on Veterans Affairs Subcommittee on Economic Opportunity joint field hearing entitled  Protecting Those Who Protect Us: Ensuring the Success of our Student Veterans ,10:30 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109322,10,ED13
"Thursday, April 25, 2019",Subcommittee on Elections (Committee on House Administration),Voting Rights and Election Administration in Ohio,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109326,10,HA08
"Monday, April 29, 2019",Subcommittee on Defense (Committee on Appropriations),Central Intelligence Agency - FY2020 Budget Hearing,4:30 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109337,16,AP02
"Monday, April 29, 2019",Committee on Rules,H.R. 9 Climate Action Now Act,5:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109367,17,RU00
"Monday, April 29, 2019",Committee on Veterans Affairs, Tragic Trends: Suicide Prevention Among Veterans ,7:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109382,19,VR00
"Tuesday, April 30, 2019",Subcommittee on the Department of Homeland Security (Committee on Appropriations),FY2020 Budget Hearing - Department of Homeland Security,9:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109340,9,AP15
"Tuesday, April 30, 2019",Committee on Financial Services,Housing in America: Assessing the Infrastructure Needs of America s Housing Stock,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109380,10,BA00
"Tuesday, April 30, 2019","Subcommittee on Border Security, Facilitation, and Operations (Committee on Homeland Security)",The Impacts of Trump Policies on Border Communities,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109351,10,HM11
"Tuesday, April 30, 2019","Subcommittee on Environment (Committee on Science, Space, and Technology)",A Review of the NOAA Fiscal Year 2020 Budget Request,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109358,10,SY18
"Tuesday, April 30, 2019","Subcommittee on Interior, Environment, and Related Agencies (Committee on Appropriations)",Bureau of Indian Affairs and Bureau of Indian Education,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109341,10,AP06
"Tuesday, April 30, 2019",Committee on Rules,H.R. 1384   Medicare for All Act of 2019,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109356,10,RU00
"Tuesday, April 30, 2019",Subcommittee on Communications and Technology (Committee on Energy and Commerce),Legislating to Stop the Onslaught of Annoying Robocalls,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109357,10,IF16
"Tuesday, April 30, 2019",Committee on Foreign Affairs,Kosovo s Wartime Victims: The Quest for Justice,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109398,10,FA00
"Tuesday, April 30, 2019",Subcommittee on Health (Committee on Veterans Affairs)," Legislative Hearing on: H.R. 712, the VA Medicinal Cannabis Research Act of 2019; H.R 2333, Support for Suicide Prevention Coordinators Act; Whole Veteran Act; Veterans  Care Quality Transparency Act; H.R. 2340, Fostering Intergovernmental Health Transparency in Veteran Suicides Act, or FIGHT Veteran Suicides Act; H.R. 1647, the Veterans Equal Access Act; H.R. 2191, Veterans Cannabis Use for Safe Healing Act, and H.R. 100, the Veteran Overmedication and Suicide Prevention Act of 2019 ",10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109385,10,VR03
"Tuesday, April 30, 2019",Subcommittee on Energy and Mineral Resources (Committee on Natural Resources), Public Lands and our Clean Energy Future ,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109333,10,II06
"Tuesday, April 30, 2019",Select Committee on the Climate Crisis,Solving the Climate Crisis: Drawing Down Carbon and Building Up the American Economy,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109329,10,CN00
"Tuesday, April 30, 2019","Subcommittee on the Constitution, Civil Rights, and Civil Liberties (Committee on the Judiciary)",Equal Rights Amendment,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109330,10,JU10
"Tuesday, April 30, 2019",Committee on Oversight and Reform,The Financial Condition of the Postal Service,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109353,10,GO00
"Tuesday, April 30, 2019",Subcommittee on Oversight and Investigations (Committee on Natural Resources),"No Road Map, No Destination, No Justification: The Implementation and Impacts of the Reorganization of the Department of the Interior",10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109335,10,II15
"Tuesday, April 30, 2019",Subcommittee on Livestock and Foreign Agriculture (Committee on Agriculture),Reviewing the State of the Dairy Economy,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109331,10,AG29
"Tuesday, April 30, 2019","Subcommittee on Commerce, Justice, Science, and Related Agencies (Committee on Appropriations)",Oversight Hearing: 2020 Census Preparation,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109338,10,AP19
"Tuesday, April 30, 2019","Subcommittee on Investigations, Oversight, and Regulations (Committee on Small Business)",Lost Opportunities? SBA s Engagement with Historically Black Colleges and Universities,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109336,10,SM24
"Tuesday, April 30, 2019",Committee on Education and Labor,Brown v. Board of Education at 65: A Promise Unfulfilled.,10:15 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109347,10,ED00
"Tuesday, April 30, 2019",Subcommittee on Health (Committee on Energy and Commerce),Prescription Drug Coverage in the Medicare Program.,10:30 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109361,10,IF14
"Tuesday, April 30, 2019",Subcommittee on Defense (Committee on Appropriations),Navy and Marine Corps - FY2020 Budget Hearing,11:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109342,11,AP02
"Tuesday, April 30, 2019",Committee on House Administration,Joint Committee on Printing,11:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109402,11,HA00
"Tuesday, April 30, 2019",Subcommittee on the Department of Homeland Security (Committee on Appropriations),FY2020 Budget Hearing - Federal Emergency Management Agency,1:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109343,13,AP15
"Tuesday, April 30, 2019","Subcommittee on Middle East, North Africa and International Terrorism (Committee on Foreign Affairs)",Examining the Global Terrorism Landscape,1:30 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109376,13,FA13
"Tuesday, June 4, 2019",Subcommittee on Consumer Protection and Financial Institutions (Committee on Financial Services),Emerging Threats to Stability: Considering the Systemic Risk of Leveraged Lending,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109595,14,BA15
"Tuesday, April 30, 2019",Committee on the Judiciary,"H.R. 965, the  CREATES Act ; H.R. 2375, the  Preserve Access to Affordable Generics and Biosimilars Act ; H.R. 2374, the  Stop Significant and Time-wasting Abuse Limiting Legitimate Innovation of New Generics Act ; and H.R. 2376, the  Prescription Pricing for People Act of 2019 .",2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109392,14,JU00
"Tuesday, April 30, 2019",Subcommittee on Consumer Protection and Financial Institutions (Committee on Financial Services),Ending Debt Traps in the Payday and Small Dollar Credit Industry,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109381,14,BA15
"Tuesday, April 30, 2019",Subcommittee on Economic Opportunity (Committee on Veterans Affairs),Fiscal Year 2020 President s Budget: Requests Related to Veterans  Readjustment Benefits ,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109320,14,VR10
"Tuesday, April 30, 2019",Subcommittee on Environment (Committee on Oversight and Reform),"Climate Change, Part II: The Public Health Effects",2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109352,14,GO28
"Tuesday, April 30, 2019","Subcommittee on Africa, Global Health, Global Human Rights, and International Organizations (Committee on Foreign Affairs)",UN Peacekeeping Operations in Africa,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109339,14,FA16
"Tuesday, April 30, 2019",Subcommittee on Military Personnel (Committee on Armed Services),Feres Doctrine - A Policy in Need of Reform?,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109328,14,AS02
"Tuesday, April 30, 2019","Subcommittee on National Parks, Forests, and Public Lands (Committee on Natural Resources)","Legislative Hearing on: H.R. 642, H.R. 1049, H.R. 1990, and H.R. 2288",2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109354,14,II10
"Tuesday, April 30, 2019","Subcommittee on Research and Technology (Committee on Science, Space, and Technology)",Closing the Loop: Emerging Technologies in Plastics Recycling,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109359,14,SY15
"Tuesday, April 30, 2019","Subcommittee on Cybersecurity, Infrastructure Protection, and Innovation (Committee on Homeland Security)",Resourcing DHS  Cybersecurity and Innovation Missions: A Review of the Fiscal Year 2020 Budget Request for the Cybersecurity and Infrastructure Security Agency and the Science and Technology Directorate,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109355,14,HM08
"Tuesday, April 30, 2019","Subcommittee on the Departments of Labor, Health and Human Services, Education, and Related Agencies (Committee on Appropriations)","FY2020 Labor, Health and Human Services, Education, and Related Agencies Subcommittee",4:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109378,16,AP07
"Wednesday, May 1, 2019",Subcommittee on Strategic Technologies and Advanced Research (Permanent Select Committee on Intelligence),Fiscal Year 2020 National Reconnaissance and National Geospatial Program Budget Request (Closed),9:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109365,9,IG10
"Wednesday, May 1, 2019",Subcommittee on the Department of Homeland Security (Committee on Appropriations),FY2020 Budget Hearing - Cybersecurity and Infrastructure Security Agency,9:30 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109345,9,AP15
"Wednesday, May 1, 2019",Committee on the Judiciary,"Motion to permit an additional hour of questioning, equally divided between the Majority and Minority, by either Members or Committee staff, as designated by the Chair and Ranking Member at the Full Committee Hearing on May 2, 2019 entitled  Oversight of the U.S. Department of Justice:  Report by Special Counsel Robert S. Mueller, III on the Investigation Into Russian Interference in the 2016 Presidential Election; and Related Matters ; andH.R. 5, the  Equality Act .",10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109400,10,JU00
"Wednesday, May 1, 2019",Committee on Foreign Affairs,Countering a Resurgent Russia,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109399,10,FA00
"Wednesday, May 1, 2019",Subcommittee on Energy (Committee on Energy and Commerce),The State of Pipeline Safety and Security in America,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109369,10,IF03
"Wednesday, May 1, 2019","Committee on Science, Space, and Technology","H.R. 34, the  Energy and Water Research Integration Act of 2019  H.R. 2397, the  American Manufacturing Leadership Act  H.R. 1237, the  COAST Research Act of 2019  H.R. 1716, the  Coastal Communities Ocean Acidification Act of 2019  H.R. 1921, the  Ocean Acidification Innovation Act of 2019  H.R. 988, the  NEAR Act of 2019 ",10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109388,10,SY00
"Wednesday, May 1, 2019",Subcommittee on Economic Opportunity (Committee on Veterans Affairs),"AgendaHR 95, Homeless Veteran Families Act (Rep. Brownley, D-CA)HR 444, Reduce Unemployment for Veterans of All Ages Act (Rep. Brownley, D-CA)HR 1988, Protect Affordable Mortgages for Veterans Act (Rep. Scott, D-GA)HR 2109, BRAVE Act (Rep. Rice, D-NY)HR 2196, To amend title 38, United States Code, to reduce the credit hour requirement for the Edith Nourse Rogers STEM Scholarship program of the Department of Veterans Affairs (Rep. Barr, R-KY)Amendment in the Nature of a Substitute to H.R. 2326,  Navy SEAL Chief Petty Officer William Bill Mulder (Ret.) Transition Improvement Act,  (Rep. Levin, D-CA)Discussion Draft - To amend title 38, United States Code, to adjust certain limits on the guaranteed amount of a home loan under the home loan program of the Department of Veterans Affairs, and for other purposes, (Rep. Wenstrup, R-OH)Discussion Draft - To amend title 38, United States Code, to make certain improvements to the educational assistance programs of the Department of Veterans Affairs with respect to flight training programs and certain other programs of education, and for other purposes, (Rep. Wenstrup, R-OH)Discussion Draft - To amend the United States Housing Act of 1937 and title 38, United States Code, to expand eligibility for the HUD-VASH program, to direct the Secretary of Veterans Affairs to submit annual reports to the Committees on Veterans  Affairs of the Senate and House of Representatives regarding homeless veterans, and for other purposes, (Rep. Peters, D-CA)Discussion Draft   Homes for Our Heroes Act of 2019, (Rep. Peters, D-CA)H.R. 2221, Fry Scholarship Improvement Act of 2019, (Rep. Bilirakis, R-FL)Amendment in the Nature of a Substitute to H.R. 2045,  VET OPP Act,  (Rep. Wenstrup, R-OH)",10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109396,10,VR10
"Wednesday, May 1, 2019",Committee on Natural Resources,"Markup: H.R. 255 (Rep. Cook), To provide for an exchange of lands with San Bernardino County, California, to enhance management of lands within the San Bernardino National Forest, and for other purposes. (Big Bear Land Exchange Act); H.R. 278 (Rep. Newhouse), To direct the Secretary of the Interior to convey certain facilities, easements, and rights-of-way to the Kennewick Irrigation District, and for other purposes; H.R. 312 (Rep. Keating), To reaffirm the Mashpee Wampanoag Tribe reservation, and for other purposes. (Mashpee Wampanoag Tribe Reservation Reaffirmation Act); H.R. 315 (Rep. LaHood), To amend the Surface Mining Control and Reclamation Act of 1977 to authorize partnerships between States and nongovernmental entities for the purpose of reclaiming and restoring land and water resources adversely affected by coal mining activities before August 3, 1977, and for other purposes. (Community Reclamation Partnerships Act); H.R. 375 (Rep. Cole), To amend the Act of June 18, 1934, to reaffirm the authority of the Secretary of the Interior to take land into trust for Indian Tribes, and for other purposes; H.R. 434 (Rep. Jackson Lee), To designate the Emancipation National Historic Trail, and for other purposes. (Emancipation National Historic Trail Act); H.R. 537 (Rep. Lamborn), To amend the Reclamation Project Act of 1939 to authorize pumped storage hydropower development utilizing multiple Bureau of Reclamation reservoirs. (Bureau of Reclamation Pumped Storage Hydropower Development Act); H.R. 1014 (Rep. Gonz??lez-Col??n), To amend the Outer Continental Shelf Lands Act to apply to territories of the United States, to establish offshore wind lease sale requirements, to provide dedicated funding for coral reef conservation, and for other purposes;  H.R. 1146 (Rep. Huffman), To amend Public Law 115-97 (commonly known as the Tax Cuts and Jobs Act) to repeal the Arctic National Wildlife Refuge oil and gas program, and for other purposes.  (Arctic Cultural and Coastal Plain Protection Act); H.R. 1261 (Rep. DelBene), To establish a national program to identify and reduce losses from landslide hazards, to establish a national 3D Elevation Program, and for other purposes. (National Landslide Preparedness Act); H.R. 1568 (Rep. Moulton), To assist in the conservation of the North Atlantic right whale by supporting and providing financial resources for North Atlantic right whale conservation programs and projects of persons with expertise required for the conservation of North Atlantic right whales, and for other purposes.  (SAVE Right Whales Act); H.R. 1809 (Rep. Sablan), To amend the Pittman-Robertson Wildlife Restoration Act and the Dingell-Johnson Sport Fish Restoration Act, to provide parity for United States territories and the District of Columbia, to make technical corrections to such Acts and related laws, and for other purposes; and, H.R. 2156 (Rep. Cartwright), To amend the Surface Mining Control and Reclamation Act of 1977 to provide funds to States and Indian tribes for the purpose of promoting economic revitalization, diversification, and development in economically distressed communities through the reclamation and restoration of land and water resources adversely affected by coal mining carried out before August 3, 1977, and for other purposes. (RECLAIM Act of 2019)",10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109394,10,II00
"Wednesday, May 1, 2019",Subcommittee on Oversight and Investigations (Committee on Financial Services),Examining Discrimination in the Automobile Loan and Insurance Industries,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109393,10,BA09
"Wednesday, May 1, 2019",Committee on Transportation and Infrastructure, Committee on Transportation and Infrastructure Members  Day ,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109334,10,PW00
"Wednesday, May 1, 2019","Subcommittee on Commodity Exchanges, Energy, and Credit (Committee on Agriculture)","To receive testimony from Chairman J. Christopher Giancarlo, Commodity Futures Trading Commission, on The State of the CFTC",10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109332,10,AG22
"Wednesday, May 1, 2019",Subcommittee on Defense (Committee on Appropriations),Department of Defense - FY2020 Budget Hearing,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109344,10,AP02
"Wednesday, May 1, 2019",Committee on Armed Services,National Security Challenges and U.S. Military Activity in North and South America,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109363,10,AS00
"Wednesday, May 1, 2019",Committee on Homeland Security,Trouble at the Top:  Are Vacancies at the Department of Homeland Security Undermining the Mission?,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109364,10,HM00
"Wednesday, May 1, 2019",Committee on Education and Labor, Examining the Policies and Priorities of the U.S. Department of Labor.,10:15 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109373,10,ED00
"Wednesday, May 1, 2019",Subcommittee on Oversight and Investigations (Committee on Energy and Commerce),DOE s Mounting Cleanup Costs: Billions in Environmental Liability and Growing ,10:30 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109370,10,IF02
"Wednesday, May 1, 2019",Committee on Small Business,Small Business Committee Markup,11:30 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109391,11,SM00
"Wednesday, May 1, 2019",Subcommittee on Legislative Branch (Committee on Appropriations),FY2020 Legislative Branch Subcommittee,1:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109389,13,AP24
"Wednesday, May 1, 2019",Subcommittee on Diversity and Inclusion (Committee on Financial Services),Good for the Bottom Line: A Review of the Business Case for Diversity and Inclusion,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109395,14,BA13
"Wednesday, May 1, 2019",Select Committee on the Modernization of Congress,Former Members Day Hearing: Speaking from Experience,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109377,14,MH00
"Wednesday, May 1, 2019",Subcommittee on Civil Rights and Civil Liberties (Committee on Oversight and Reform),Protecting the Right to Vote: Best and Worst Practices,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109375,14,GO02
"Wednesday, May 1, 2019","Subcommittee on Water, Oceans, and Wildlife (Committee on Natural Resources)",The State of Fisheries,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109368,14,II13
"Wednesday, May 1, 2019",Subcommittee on Disability Assistance and Memorial Affairs (Committee on Veterans Affairs),"Legislative Hearing on H.R. 1199, H.R. 1200, H.R. 1126, H.R. 1628, H.R. 1826, a draft bill to permit the Secretary of Veterans Affairs to establish a grant program to conduct cemetery research and produce educational materials for the Veterans Legacy Program, and a draft update of H.R. 299 ",2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109384,14,VR09
"Wednesday, May 1, 2019",Subcommittee on Tactical Air and Land Forces (Committee on Armed Services),FY20 Department of the Army Modernization Programs,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109346,14,AS25
"Wednesday, May 1, 2019",Subcommittee on Readiness (Committee on Armed Services),"Fiscal Year 2020 Budget Request for Military Construction, Energy, and Environmental Programs",2:30 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109349,14,AS03
"Wednesday, May 1, 2019","Subcommittee on Military Construction, Veterans Affairs, and Related Agencies (Committee on Appropriations)","FY2020 Military Construction, Veterans Affairs, and Related Agencies Subcommittee",3:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109390,15,AP18
"Thursday, May 2, 2019",Committee on the Judiciary,"Oversight of the U.S. Department of Justice:  Report by Special Counsel Robert S. Mueller, III on the Investigation Into Russian Interference in the 2016 Presidential Election; and Related Matters",9:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109379,9,JU00
"Thursday, May 2, 2019",Subcommittee on Tactical Air and Land Forces (Committee on Armed Services),Department of the Air Force Acquisition and Modernization Programs in the Fiscal Year 2020 National Defense Authorization President s Budget Request,9:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109348,9,AS25
"Thursday, May 2, 2019",Subcommittee on Health (Committee on Veterans Affairs), Cultural Barriers Impacting Women Veterans  Access to Healthcare ,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109386,10,VR03
"Thursday, May 2, 2019",Committee on Natural Resources,"The Status of the Puerto Rico Oversight, Management, and Economic Stability Act (PROMESA): Lessons Learned Three Years Later",10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109372,10,II00
"Friday, May 3, 2019","Subcommittee on the Constitution, Civil Rights, and Civil Liberties (Committee on the Judiciary)",Enforcement of the Voting Rights Act in the State of Texas,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109387,10,JU10
"Friday, May 3, 2019","Subcommittee on Energy (Committee on Science, Space, and Technology)","How the Domestic Nuclear Industry Boosts Local Economies, Curbs Emissions, and Strengthens National Security",10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109360,10,SY20
"Friday, May 3, 2019",Committee on Transportation and Infrastructure,Roundtable The Cost of Doing Nothing: The Gateway Project.,10:15 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=110744,10,PW00
"Monday, May 6, 2019",Subcommittee on Government Operations (Committee on Oversight and Reform),Government Shutdowns:  Contract Killers,9:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109421,9,GO24
"Monday, May 6, 2019",Subcommittee on Elections (Committee on House Administration),Voting Rights and Election Administration in Florida,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109401,10,HA08
"Monday, May 6, 2019",Subcommittee on Intelligence and Counterterrorism (Committee on Homeland Security),Local Efforts to Counter the Terror Threat in New York City: A Retrospective and a Roadmap.,3:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109350,15,HM05
"Tuesday, May 7, 2019","Subcommittee on Interior, Environment, and Related Agencies (Committee on Appropriations)","FY20 Budget, Department of the Interior",3:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109408,15,AP06
"Tuesday, May 7, 2019",Committee on Rules,"H.R. 2157 Supplemental Appropriations Act, 2019; H.R. 986 Protecting Americans with Preexisting Conditions Act of 2019",5:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109437,17,RU00
"Wednesday, May 8, 2019","Subcommittee on Housing, Community Development, and Insurance (Committee on Financial Services)",A Review of the State of and Barriers to Minority Homeownership,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109438,10,BA04
"Wednesday, May 8, 2019",Committee on Transportation and Infrastructure,"Markup of H.R. 1984, H.R. 2440,  H.R. 2502, and consideration of General Services Administration Capital Investment and Leasing Program Resolutions",10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109432,10,PW00
"Wednesday, May 8, 2019","Subcommittee on Water, Oceans, and Wildlife (Committee on Natural Resources)","Legislative Hearing on H.R. 417, H.R. 1023, H.R. 1218, H.R. 1240, H.R. 1314, H.R. 1979, H.R. 2189, H.R. 2405, and H.R. 2406",10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109426,10,II13
"Wednesday, May 8, 2019","Subcommittee on Research and Technology (Committee on Science, Space, and Technology)",A Review of the National Science Foundation FY 2020 Budget Request,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109443,10,SY15
"Wednesday, May 8, 2019",Committee on Foreign Affairs,Smart Competition: Adapting U.S. Strategy Toward China at 40 Years,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109457,10,FA00
"Wednesday, May 8, 2019",Committee on the Judiciary,"Committee Report for Resolution Recommending that the House of Representatives Find William P. Barr, Attorney General, U.S. Department of Justice, in Contempt of Congress for Refusal to Comply with a Subpoena Duly Issued by the Committee on the Judiciary",10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109451,10,JU00
